id,text,,
918,Cardiomyopathy,,
919,Dilated Cardiomyopathy,,
920,Hypertrophic Cardiomyopathy,,
921,Restrictive Cardiomyopathy,,
922,Arrhythmogenic Right Ventricular Cardiomyopathy,,
923,Pericarditis,,
924,Myocarditis,,
925,Endocarditis,,
926,Congenital Heart Disease,,
927,Atrial Septal Defect (ASD),,
928,Ventricular Septal Defect (VSD),,
929,Patent Ductus Arteriosus (PDA),,
930,Tetralogy of Fallot,,
931,Transposition of the Great Arteries,,
932,Coarctation of the Aorta,,
933,Aortic Stenosis,,
934,Pulmonic Stenosis,,
935,Mitral Valve Prolapse,,
936,Aortic Aneurysm,,
937,Aortic Dissection,,
938,Varicose Veins,,
939,Lymphedema,,
940,Bronchiectasis,,
941,Cystic Fibrosis,,
942,Alpha-1 Antitrypsin Deficiency,,
943,Pulmonary Fibrosis,,
944,Sarcoidosis,,
945,Hypersensitivity Pneumonitis,,
946,Pneumoconiosis,,
947,Asbestosis,,
948,Silicosis,,
949,Coal Worker's Pneumoconiosis,,
950,Berylliosis,,
951,Pulmonary Hypertension,,
952,Cor Pulmonale,,
953,Acute Respiratory Distress Syndrome (ARDS),,
954,Pneumothorax,,
955,Hemothorax,,
956,Chylothorax,,
957,Pleural Effusion,,
958,Empyema,,
959,Lung Abscess,,
960,Mediastinitis,,
961,Tracheoesophageal Fistula,,
962,Esophageal Atresia,,
963,Pyloric Stenosis,,
964,Intussusception,,
965,Volvulus,,
966,Meckel's Diverticulum,,
967,Hirschsprung's Disease,,
968,Necrotizing Enterocolitis,,
969,Biliary Atresia,,
970,Omphalocele,,
971,Gastroschisis,,
972,Congenital Diaphragmatic Hernia,,
973,Cleft Lip and Palate,,
974,Craniosynostosis,,
975,Hydrocephalus,,
976,Spina Bifida,,
977,Anencephaly,,
978,Encephalocele,,
979,Holoprosencephaly,,
980,Dandy-Walker Malformation,,
981,Chiari Malformation,,
982,Cerebral Palsy,,
983,Mental Retardation,,
984,Autism Spectrum Disorder,,
985,Attention-Deficit/Hyperactivity Disorder (ADHD),,
986,Specific Learning Disorder,,
987,Tourette's Syndrome,,
988,Vision Impairment,,
989,Blindness,,
990,Color Blindness,,
991,Strabismus,,
992,Amblyopia,,
993,Nystagmus,,
994,Refractive Errors,,
995,Myopia,,
996,Hyperopia,,
997,Astigmatism,,
998,Presbyopia,,
999,Keratoconus,,
1000,Corneal Dystrophy,,
1001,Uveitis,,
1002,Iritis,,
1003,Retinitis Pigmentosa,,
1004,Retinal Detachment,,
1005,Optic Neuritis,,
1006,Papilledema,,
1007,Optic Atrophy,,
1008,Orbital Cellulitis,,
1009,Dacryocystitis,,
1010,Blepharitis,,
1011,Chalazion,,
1012,Hordeolum,,
1013,Pterygium,,
1014,Pinguecula,,
1015,Subconjunctival Hemorrhage,,
1016,Foreign Body in Eye,,
1017,Corneal Abrasion,,
1018,Chemical Burn to Eye,,
1019,Globe Rupture,,
1020,Hyphema,,
1021,Vitreous Hemorrhage,,
1022,Central Retinal Artery Occlusion,,
1023,Central Retinal Vein Occlusion,,
1024,Branch Retinal Artery Occlusion,,
1025,Branch Retinal Vein Occlusion,,
1026,Ischemic Optic Neuropathy,,
1027,Giant Cell Arteritis,,
1028,Otitis Media,,
1029,Otitis Externa,,
1030,Mastoiditis,,
1031,Cholesteatoma,,
1032,Otosclerosis,,
1033,Meniere's Disease,,
1034,Benign Paroxysmal Positional Vertigo (BPPV),,
1035,Vestibular Neuritis,,
1036,Labyrinthitis,,
1037,Acoustic Neuroma,,
1038,Perforated Eardrum,,
1039,Barotrauma,,
1040,Foreign Body in Ear,,
1041,Cerumen Impaction,,
1042,Sinusitis,,
1043,Nasal Polyps,,
1044,Deviated Septum,,
1045,Epistaxis,,
1046,Foreign Body in Nose,,
1047,Pharyngitis,,
1048,Tonsillitis,,
1049,Peritonsillar Abscess,,
1050,Laryngitis,,
1051,Epiglottitis,,
1052,Croup,,
1053,Vocal Cord Nodules,,
1054,Vocal Cord Polyps,,
1055,Vocal Cord Paralysis,,
1056,Ludwig's Angina,,
1057,Dental Caries,,
1058,Periodontitis,,
1059,Gingivitis,,
1060,Dental Abscess,,
1061,Temporomandibular Joint (TMJ) Disorder,,
1062,Salivary Gland Stones,,
1063,Sialadenitis,,
1064,Parotitis,,
1065,Oral Candidiasis (Thrush),,
1066,Aphthous Ulcers (Canker Sores),,
1067,Herpes Simplex Virus (HSV) Infection,,
1068,Oral Leukoplakia,,
1069,Oral Erythroplakia,,
1070,Oral Cancer,,
1071,Tongue Cancer,,
1072,Lip Cancer,,
1073,Pharyngeal Cancer,,
1074,Laryngeal Cancer,,
1075,Esophageal Cancer,,
1076,Stomach Cancer,,
1077,Small Intestine Cancer,,
1078,Colorectal Cancer,,
1079,Anal Cancer,,
1080,Liver Cancer,,
1081,Gallbladder Cancer,,
1082,Bile Duct Cancer,,
1083,Pancreatic Cancer,,
1084,Kidney Cancer,,
1085,Bladder Cancer,,
1086,Prostate Cancer,,
1087,Testicular Cancer,,
1088,Penile Cancer,,
1089,Cervical Cancer,,
1090,Uterine Cancer,,
1091,Ovarian Cancer,,
1092,Vaginal Cancer,,
1093,Vulvar Cancer,,
1094,Breast Cancer,,
1095,Thyroid Cancer,,
1096,Adrenal Cancer,,
1097,Pituitary Cancer,,
1098,Brain Cancer,,
1099,Spinal Cord Cancer,,
1100,Bone Cancer,,
1101,Soft Tissue Sarcoma,,
1102,Kaposi's Sarcoma,,
1103,Merkel Cell Carcinoma,,
1104,Carcinoid Tumor,,
1105,Neuroendocrine Tumor,,
1106,Pheochromocytoma,,
1107,Paraganglioma,,
1108,Insulinoma,,
1109,Glucagonoma,,
1110,Somatostatinoma,,
1111,VIPoma,,
1112,Gastrinoma,,
1113,Zollinger-Ellison Syndrome,,
1114,Multiple Endocrine Neoplasia (MEN),,
1115,MEN Type 1,,
1116,MEN Type 2A,,
1117,MEN Type 2B,,
1118,von Hippel-Lindau Disease,,
1119,Li-Fraumeni Syndrome,,
1120,Familial Adenomatous Polyposis (FAP),,
1121,Hereditary Nonpolyposis Colorectal Cancer (HNPCC),,
1122,Peutz-Jeghers Syndrome,,
1123,Gardner's Syndrome,,
1124,Turcot's Syndrome,,
1125,Juvenile Polyposis Syndrome,,
1126,Cowden's Syndrome,,
1127,Bannayan-Riley-Ruvalcaba Syndrome,,
1128,Gorlin's Syndrome,,
1129,Bloom's Syndrome,,
1130,Fanconi Anemia,,
1131,Ataxia-Telangiectasia,,
1132,Xeroderma Pigmentosum,,
1133,Cockayne's Syndrome,,
1134,Werner's Syndrome,,
1135,Progeria,,
1136,Down Syndrome,,
1137,Edwards' Syndrome,,
1138,Patau's Syndrome,,
1139,Turner's Syndrome,,
1140,Klinefelter's Syndrome,,
1141,Triple X Syndrome,,
1142,XYY Syndrome,,
1143,Fragile X Syndrome,,
1144,Prader-Willi Syndrome,,
1145,Angelman's Syndrome,,
1146,Williams' Syndrome,,
1147,Cri-du-chat Syndrome,,
1148,DiGeorge Syndrome,,
1149,Velocardiofacial Syndrome,,
1150,Fetal Alcohol Syndrome,,
1151,Neonatal Abstinence Syndrome,,
1152,Lead Poisoning,,
1153,Mercury Poisoning,,
1154,Arsenic Poisoning,,
1155,Cyanide Poisoning,,
1156,Organophosphate Poisoning,,
1157,Carbon Monoxide Poisoning,,
