id,text,
982,Brief Resolved Unexplained Event (BRUE),
983,Munchausen Syndrome by Proxy,
984,Child Abuse and Neglect,
985,Shaken Baby Syndrome,
986,Elder Abuse and Neglect,
987,Domestic Violence,
988,Sexual Assault,
989,Human Trafficking,
990,Post-Concussion Syndrome,
991,Chronic Traumatic Encephalopathy,
992,Decompression Sickness,
993,High-Altitude Sickness,
994,Motion Sickness,
995,Jet Lag,
996,Shift Work Sleep Disorder,
997,Delayed Sleep Phase Syndrome,
998,Advanced Sleep Phase Syndrome,
999,Non-24-Hour Sleep-Wake Disorder,
1000,Somatoform disorder,
1001,Post-viral fatigue syndrome,
1002,Non-celiac gluten sensitivity,
1003,Leaky gut syndrome,
1004,Adrenal fatigue,
1005,Multiple chemical sensitivity,
1006,Electromagnetic hypersensitivity,
1007,Wilson's temperature syndrome,
1008,Chronic Lyme disease,
1009,Systemic exertion intolerance disease,
1010,Benign fasciculation syndrome,
1011,Visual snow syndrome,
1012,Exploding head syndrome,
1013,Foreign accent syndrome,
1014,Alice in Wonderland syndrome,
1015,Cotard's syndrome,
1016,Capgras syndrome,
1017,Fregoli syndrome,
1018,Reduplicative paramnesia,
1019,Autoscopic phenomena,
1020,Charles Bonnet syndrome,
1021,Klüver-Bucy syndrome,
1022,Anton-Babinski syndrome,
1023,Gerstmann's syndrome,
1024,Balint's syndrome,
1025,Alien hand syndrome,
1026,Locked-in syndrome,
1027,Persistent vegetative state,
1028,Minimally conscious state,
1029,Brain death,
1030,Coma,
1031,Stupor,
1032,Obtundation,
1033,Lethargy,
1034,Confusion,
1035,Delirium,
1036,Amnesia,
1037,Aphasia,
1038,Apraxia,
1039,Agnosia,
1040,Executive dysfunction,
1041,Abulia,
1042,Apathy,
1043,Anhedonia,
1044,Alexithymia,
1045,Dysprosody,
1046,Dysarthria,
1047,Dysphagia,
1048,Dysphonia,
1049,Aphonia,
1050,Hoarseness,
1051,Stridor,
1052,Wheezing,
1053,Cough,
1054,Sputum production,
1055,Hemoptysis,
1056,Dyspnea,
1057,Orthopnea,
1058,Paroxysmal nocturnal dyspnea,
1059,Trepopnea,
1060,Platypnea,
1061,Tachypnea,
1062,Bradypnea,
1063,Hyperpnea,
1064,Hypopnea,
1065,Apnea,
1066,Chest pain,
1067,Palpitations,
1068,Syncope,
1069,Presyncope,
1070,Edema,
1071,Claudication,
1072,Nausea,
1073,Vomiting,
1074,Retching,
1075,Heartburn,
1076,Regurgitation,
1077,Water brash,
1078,Globus sensation,
1079,Odynophagia,
1080,Singultus (hiccups),
1081,Belching,
1082,Flatulence,
1083,Bloating,
1084,Abdominal distension,
1085,Abdominal pain,
1086,Tenesmus,
1087,Dyschezia,
1088,Constipation,
1089,Diarrhea,
1090,Steatorrhea,
1091,Fecal incontinence,
1092,Hematemesis,
1093,Melena,
1094,Hematochezia,
1095,Jaundice,
1096,Pruritus,
1097,Ascites,
1098,Polyuria,
1099,Oliguria,
1100,Anuria,
1101,Nocturia,
1102,Urinary frequency,
1103,Urinary urgency,
1104,Urinary hesitancy,
1105,Straining to void,
1106,Weak urinary stream,
1107,Intermittency,
1108,Post-void dribbling,
1109,Feeling of incomplete bladder emptying,
1110,Urinary incontinence,
1111,Stress incontinence,
1112,Urge incontinence,
1113,Overflow incontinence,
1114,Functional incontinence,
1115,Mixed incontinence,
1116,Enuresis,
1117,Pneumaturia,
1118,Fecaluria,
1119,Dysuria,
1120,Urethral discharge,
1121,Hematuria,
1122,Proteinuria,
1123,Pyuria,
1124,Crystalluria,
1125,Chyluria,
1126,Flank pain,
1127,Groin pain,
1128,Pelvic pain,
1129,Vaginal discharge,
1130,Vaginal bleeding,
1131,Intermenstrual bleeding,
1132,Postcoital bleeding,
1133,Postmenopausal bleeding,
1134,Amenorrhea,
1135,Oligomenorrhea,
1136,Polymenorrhea,
1137,Menorrhagia,
1138,Metrorrhagia,
1139,Menometrorrhagia,
1140,Dysmenorrhea,
1141,Dyspareunia,
1142,Vaginismus,
1143,Galactorrhea,
1144,Breast pain,
1145,Breast mass,
1146,Nipple discharge,
1147,Infertility,
1148,Decreased libido,
1149,Anorgasmia,
1150,Erectile dysfunction,
1151,Premature ejaculation,
1152,Delayed ejaculation,
1153,Anejaculation,
1154,Retrograde ejaculation,
1155,Hemospermia,
1156,Penile pain,
1157,Testicular pain,
1158,Scrotal swelling,
1159,Gynecomastia,
1160,Arthralgia,
1161,Myalgia,
1162,Weakness,
1163,Fatigue,
1164,Malaise,
1165,Fever,
1166,Chills,
1167,Night sweats,
1168,Weight loss,
1169,Weight gain,
1170,Anorexia,
1171,Polydipsia,
1172,Polyphagia,
1173,Headache,
1174,Dizziness,
1175,Vertigo,
1176,Lightheadedness,
1177,Ataxia,
1178,Paresthesia,
1179,Dysesthesia,
1180,Hypoesthesia,
1181,Hyperesthesia,
1182,Neuralgia,
1183,Tremor,
1184,Spasm,
1185,Cramp,
1186,Fasciculation,
1187,Myoclonus,
1188,Dystonia,
1189,Chorea,
1190,Athetosis,
1191,Ballismus,
1192,Tic,
1193,Akathisia,
1194,Bradykinesia,
1195,Rigidity,
1196,Spasticity,
1197,Flaccidity,
1198,Paralysis,
1199,Paresis,
1200,Seizure,
1201,Aura,
1202,Automatism,
1203,Postictal state,
1204,Amnesia,
1205,Confusion,
1206,Hallucination,
1207,Delusion,
1208,Illusion,
1209,Depersonalization,
1210,Derealization,
1211,Anxiety,
1212,Panic,
1213,Fear,
1214,Worry,
1215,Obsession,
1216,Compulsion,
1217,Phobia,
1218,Depression,
1219,Mania,
1220,Hypomania,
1221,Irritability,
1222,Agitation,
1223,Aggression,
1224,Impulsivity,
1225,Suicidal ideation,
1226,Homicidal ideation,
1227,Insomnia,
1228,Hypersomnia,
1229,Nightmare,
1230,Sleepwalking,
1231,Sleeptalking,
1232,Bruxism,
1233,Snoring,
1234,Libido changes,
1235,Cognitive deficits,
1236,Memory impairment,
1237,Attention deficit,
1238,Executive dysfunction,
1239,Acalculia,
1240,Agraphia,
1241,Alexia,
1242,Amusia,
1243,Anosmia,
1244,Ageusia,
1245,Tinnitus,
1246,Hyperacusis,
1247,Photophobia,
1248,Phonophobia,
1249,Osmophobia,
1250,Diplopia,
1251,Blurred vision,
1252,Scotoma,
1253,Floaters,
1254,Flashes of light,
1255,Metamorphopsia,
1256,Micropsia,
1257,Macropsia,
1258,Prosopagnosia,
1259,Visual neglect,
1260,Hearing loss,
1261,Vertigo,
1262,Gait disturbance,
1263,Falls,
1264,Incoordination,
1265,Clumsiness,
1266,Dysmetria,
1267,Dysdiadochokinesia,
1268,Intention tremor,
1269,Resting tremor,
1270,Postural tremor,
1271,Titubation,
1272,Nystagmus,
1273,Saccadic intrusions,
1274,Ocular flutter,
1275,Opsoclonus,
1276,Ptosis,
1277,Lid lag,
1278,Lid retraction,
1279,Exophthalmos,
1280,Enophthalmos,
1281,Anisocoria,
1282,Miosis,
1283,Mydriasis,
1284,Argyll Robertson pupil,
1285,Adie's pupil,
1286,Marcus Gunn pupil,
1287,Horner's syndrome,
1288,Facial palsy,
1289,Facial numbness,
1290,Facial pain,
1291,Taste disturbance,
1292,Dry mouth,
1293,Dry eyes,
1294,Dysphonia,
1295,Dysarthria,
1296,Dysphagia,
1297,Drooling,
1298,Jaw claudication,
1299,Neck stiffness,
1300,Torticollis,
1301,Back pain,
1302,Limb pain,
1303,Joint stiffness,
1304,Joint swelling,
1305,Joint redness,
1306,Joint warmth,
1307,Joint deformity,
1308,Joint instability,
1309,Joint locking,
1310,Joint clicking,
1311,Crepitus,
1312,Muscle atrophy,
1313,Muscle hypertrophy,
1314,Muscle spasm,
1315,Muscle cramp,
1316,Muscle stiffness,
1317,Muscle weakness,
1318,Gower's sign,
1319,Trendelenburg's sign,
1320,Limp,
1321,Toe walking,
1322,In-toeing,
1323,Out-toeing,
1324,Bowlegs,
1325,Knock-knees,
1326,Flat feet,
1327,High arches,
1328,Bunion,
1329,Hammer toe,
1330,Claw toe,
1331,Mallet toe,
1332,Clubbing,
1333,Koilonychia,
1334,Beau's lines,
1335,Terry's nails,
1336,Lindsay's nails,
1337,Muehrcke's lines,
1338,Mees' lines,
1339,Splinter hemorrhages,
1340,Pitting,
1341,Onycholysis,
1342,Onychomycosis,
1343,Paronychia,
1344,Subungual hematoma,
1345,Ingrown toenail,
1346,Hair loss,
1347,Hirsutism,
1348,Hypertrichosis,
1349,Alopecia areata,
1350,Androgenetic alopecia,
1351,Telogen effluvium,
1352,Anagen effluvium,
1353,Traction alopecia,
1354,Trichotillomania,
1355,Scalp pruritus,
1356,Dandruff,
1357,Skin rash,
1358,Macule,
1359,Papule,
1360,Nodule,
1361,Tumor,
1362,Plaque,
1363,Vesicle,
1364,Bulla,
1365,Pustule,
1366,Wheal,
1367,Scale,
1368,Crust,
1369,Erosion,
1370,Ulcer,
1371,Fissure,
1372,Atrophy,
1373,Lichenification,
1374,Excoriation,
1375,Scar,
1376,Keloid,
1377,Comedone,
1378,Milia,
1379,Cyst,
1380,Abscess,
1381,Furuncle,
1382,Carbuncle,
1383,Burrow,
1384,Telangiectasia,
1385,Petechia,
1386,Purpura,
1387,Ecchymosis,
1388,Erythema,
1389,Jaundice,
1390,Pallor,
1391,Cyanosis,
1392,Hyperpigmentation,
1393,Hypopigmentation,
1394,Depigmentation,
1395,Photosensitivity,
1396,Pruritus,
1397,Pain,
1398,Tenderness,
1399,Swelling,
1400,Warmth,
1401,Redness,
1402,Induration,
1403,Fluctuance,
1404,Drainage,
1405,Odor,
1406,Fever,
1407,Hypothermia,
1408,Tachycardia,
1409,Bradycardia,
1410,Tachypnea,
1411,Bradypnea,
1412,Hypertension,
1413,Hypotension,
1414,Hypoxia,
1415,Altered mental status,
1416,Coma,
1417,Shock,
1418,Anaphylaxis,
1419,Cardiac arrest,
1420,Respiratory arrest,
1421,Multi-organ failure,
1422,Death,
1423,Asymptomatic,
1424,Incidental finding,
1425,Screening,
1426,Follow-up,
1427,Pre-operative evaluation,
1428,Post-operative complication,
1429,Medication side effect,
1430,Allergic reaction,
1431,Adverse drug reaction,
1432,Drug interaction,
1433,Non-compliance,
1434,Subtherapeutic level,
1435,Supratherapeutic level,
1436,Toxicity,
1437,Withdrawal,
1438,Abuse,
1439,Dependence,
1440,Addiction,
1441,Relapse,
1442,Remission,
1443,Cure,
1444,Palliation,
1445,Hospice,
1446,End-of-life care,
1447,Brain death,
1448,Organ donation,
1449,Autopsy,
1450,Medical error,
1451,Iatrogenic injury,
1452,Nosocomial infection,
1453,Sentinel event,
1454,Near miss,
1455,Adverse event,
1456,Complication,
1457,Sequela,
1458,Prognosis,
1459,Differential diagnosis,
1460,Working diagnosis,
1461,Final diagnosis,
1462,Co-morbidity,
1463,Syndrome,
1464,Disease,
1465,Disorder,
1466,Condition,
1467,Injury,
1468,Trauma,
1469,Burn,
1470,Wound,
1471,Infection,
1472,Inflammation,
1473,Ischemia,
1474,Infarction,
1475,Necrosis,
1476,Gangrene,
1477,Atrophy,
1478,Hypertrophy,
1479,Hyperplasia,
1480,Metaplasia,
1481,Dysplasia,
1482,Neoplasia,
1483,Benign,
1484,Malignant,
1485,Cancer,
1486,Metastasis,
1487,Congenital,
1488,Hereditary,
1489,Genetic,
1490,Acquired,
1491,Idiopathic,
1492,Iatrogenic,
1493,Autoimmune,
1494,Allergic,
1495,Infectious,
1496,Traumatic,
1497,Degenerative,
1498,Metabolic,
1499,Nutritional,
1500,Toxic,
1501,Psychogenic,
1502,Functional,
1503,Organic,
1504,Acute,
1505,Chronic,
1506,Subacute,
1507,Recurrent,
1508,Relapsing,
1509,Remitting,
1510,Progressive,
1511,Stable,
1512,Improving,
1513,Worsening,
1514,Resolved,
1515,Unresolved,
1516,Undetermined,
1517,Unspecified,
1518,Other,
1519,History of,
1520,Suspected,
1521,Probable,
1522,Confirmed,
1523,Rule out,
1524,No evidence of,
1525,Without complications,
1526,With complications,
1527,With exacerbation,
1528,In remission,
1529,Controlled,
1530,Uncontrolled,
1531,Well-controlled,
1532,Poorly-controlled,
1533,New onset,
1534,Initial encounter,
1535,Subsequent encounter,
1536,Sequela,
1537,Primary,
1538,Secondary,
1539,Tertiary,
1540,Quaternary,
1541,Screening for,
1542,Encounter for,
1543,Observation for,
1544,Aftercare for,
1545,Carrier of,
1546,Exposure to,
1547,Contact with,
1548,Personal history of,
1549,Family history of,
1550,Acquired absence of,
1551,Presence of,
1552,Status post,
1553,Dependence on,
1554,Long-term use of,
1555,Allergy to,
1556,Non-compliance with,
1557,Pregnancy state,
1558,Postpartum period,
1559,Newborn,
1560,Infant,
1561,Child,
1562,Adolescent,
1563,Adult,
1564,Elderly,
1565,Male,
1566,Female,
1567,Left,
1568,Right,
1569,Bilateral,
1570,Unilateral,
1571,Anterior,
1572,Posterior,
1573,Superior,
1574,Inferior,
1575,Medial,
1576,Lateral,
1577,Proximal,
1578,Distal,
1579,Superficial,
1580,Deep,
1581,Internal,
1582,External,
1583,Intrinsic,
1584,Extrinsic,
1585,Central,
1586,Peripheral,
1587,Systemic,
1588,Localized,
1589,Generalized,
1590,Focal,
1591,Diffuse,
1592,Segmental,
1593,Global,
1594,Partial,
1595,Complete,
1596,Simple,
1597,Complex,
1598,Complicated,
1599,Uncomplicated,
1600,Open,
1601,Closed,
1602,Displaced,
1603,Nondisplaced,
1604,Stable,
1605,Unstable,
1606,Compensated,
1607,Decompensated,
1608,Reversible,
1609,Irreversible,
1610,Symptomatic,
1611,Asymptomatic,
1612,Typical,
1613,Atypical,
1614,Classic,
1615,Variant,
1616,Fulminant,
1617,Insidious,
1618,Abrupt,
1619,Gradual,
1620,Intermittent,
1621,Constant,
1622,Episodic,
1623,Paroxysmal,
1624,Transient,
1625,Persistent,
1626,Intractable,
1627,Refractory,
1628,Resistant,
1629,Sensitive,
1630,Latent,
1631,Occult,
1632,Subclinical,
1633,Clinical,
1634,Prodromal,
1635,Convalescent,
1636,Post-infectious,
1637,Post-traumatic,
1638,Post-operative,
1639,Drug-induced,
1640,Toxin-induced,
1641,Radiation-induced,
1642,Stress-induced,
1643,Exercise-induced,
144,Cold-induced,
1645,Heat-induced,
1646,Light-induced,
1647,Sound-induced,
1648,Touch-induced,
1649,Pressure-induced,
1650,Vibration-induced,
1651,Postural,
1652,Nocturnal,
1653,Diurnal,
1654,Seasonal,
1655,Cyclic,
1656,Menstrual,
1657,Gestational,
1658,Puerperal,
1659,Neonatal,
1660,Infantile,
1661,Juvenile,
1662,Adolescent,
1663,Adult-onset,
1664,Late-onset,
1665,Senile,
1666,Congenital,
1667,Perinatal,
1668,Postnatal,
1669,Prenatal,
1670,Antenatal,
1671,Intrapartum,
1672,Postpartum,
1673,First trimester,
1674,Second trimester,
1675,Third trimester,
1676,Delivered,
1677,Not delivered,
1678,Single gestation,
1679,Multiple gestation,
1680,Living,
1681,Deceased,
1682,Brain dead,
1683,Cause of death,
1684,Manner of death,
1685,Natural,
1686,Accident,
1687,Suicide,
1688,Homicide,
1689,Undetermined,
1690,Pending,
1691,Autopsy performed,
1692,No autopsy performed,
1693,Organ donor,
1694,Tissue donor,
1695,Refused donation,
1696,Not a candidate for donation,
1697,Advance directives,
1698,Living will,
1699,Durable power of attorney for health care,
1700,Do not resuscitate (DNR),
1701,Do not intubate (DNI),
1702,Comfort measures only,
1703,Hospice care,
1704,Palliative care,
1705,Full code,
1706,Chemical code,
1707,Slow code,
1708,No code,
1709,Withdrawn from care,
1710,Against medical advice (AMA),
1711,Discharged,
1712,Transferred,
1713,Admitted,
1714,Observed,
1715,Outpatient,
1716,Inpatient,
1717,Emergency department,
1718,Intensive care unit (ICU),
1719,Coronary care unit (CCU),
1720,Surgical intensive care unit (SICU),
1721,Medical intensive care unit (MICU),
1722,Neurological intensive care unit (NeuroICU),
1723,Pediatric intensive care unit (PICU),
1724,Neonatal intensive care unit (NICU),
1725,Step-down unit,
1726,Telemetry unit,
1727,Medical-surgical floor,
1728,Obstetrics floor,
1729,Nursery,
1730,Psychiatric unit,
1731,Rehabilitation unit,
1732,Skilled nursing facility (SNF),
1733,Long-term care facility (LTCF),
1734,Assisted living facility (ALF),
1735,Group home,
1736,Homeless shelter,
1737,Correctional facility,
1738,Home,
1739,With family,
1740,Alone,
1741,With home health services,
1742,With hospice services,
1743,Self-care,
1744,Independent,
1745,Requires assistance,
1746,Dependent,
1747,Activities of daily living (ADLs),
1748,Instrumental activities of daily living (IADLs),
1749,Bathing,
1750,Dressing,
1751,Toileting,
1752,Transferring,
1753,Continence,
1754,Feeding,
1755,Grooming,
1756,Walking,
1757,Stairs,
1758,Shopping,
1759,Cooking,
1760,Housekeeping,
1761,Laundry,
1762,Managing money,
1763,Managing medications,
1764,Using the telephone,
1765,Transportation,
1766,Driving,
1767,Working,
1768,School,
1769,Hobbies,
1770,Social activities,
1771,Exercise,
1772,Diet,
1773,Tobacco use,
1774,Alcohol use,
1775,Substance use,
1776,Caffeine use,
1777,Sexual history,
1778,Contraception,
1779,Obstetric history,
1780,Gynecologic history,
1781,Menstrual history,
1782,Developmental history,
1783,Growth and development,
1784,Milestones,
1785,Behavior,
1786,School performance,
1787,Social skills,
1788,Family history,
1789,Social history,
1790,Occupational history,
1791,Environmental history,
1792,Travel history,
1793,Review of systems,
1794,General,
1795,Skin,
1796,HEENT,
1797,Neck,
1798,Breasts,
1799,Respiratory,
1800,Cardiovascular,
1801,Gastrointestinal,
1802,Genitourinary,
1803,Gynecologic,
1804,Musculoskeletal,
1805,Neurologic,
1806,Psychiatric,
1807,Endocrine,
1808,Hematologic/Oncologic,
1809,Allergic/Immunologic,
1810,Physical examination,
1811,Vital signs,
1812,General appearance,
1813,Skin exam,
1814,HEENT exam,
1815,Neck exam,
1816,Breast exam,
1817,Chest/Lungs exam,
1818,Heart exam,
1819,Abdominal exam,
1820,Genitourinary exam,
1821,Gynecologic exam,
1822,Musculoskeletal exam,
1823,Neurologic exam,
1824,Psychiatric exam,
1825,Rectal exam,
1826,Pelvic exam,
1827,Laboratory data,
1828,Imaging studies,
1829,Other diagnostic tests,
1830,Assessment,
1831,Plan,
1832,Medications,
1833,Procedures,
1834,Consultations,
1835,Referrals,
1836,Patient education,
1837,Follow-up,
1838,Disposition,
1839,Prognosis,
1840,Code status,
1841,Allergies,
1842,Problem list,
1843,Medication list,
1844,Past medical history,
1845,Past surgical history,
1846,Family history,
1847,Social history,
1848,Chief complaint,
1849,History of present illness,
1850,Review of systems,
1851,Physical examination,
1852,Impression,
1853,Differential diagnosis,
1854,Final diagnosis,
1855,Treatment plan,
1856,Progress note,
1857,Discharge summary,
1858,Operative report,
1859,Pathology report,
1860,Radiology report,
1861,Cardiology report,
1862,Neurology report,
1863,Consultation note,
1864,Emergency department note,
1865,Admission note,
1866,History and physical,
1867,SOAP note,
1868,Subjective,
1869,Objective,
1870,Assessment,
1871,Plan,
1872,Acute on chronic,
1873,Exacerbation,
1874,Decompensation,
1875,Failure,
1876,Insufficiency,
1877,Stenosis,
1878,Regurgitation,
1879,Prolapse,
1880,Aneurysm,
1881,Dissection,
1882,Thrombosis,
1883,Embolism,
1884,Infarction,
1885,Ischemia,
1886,Hemorrhage,
1887,Edema,
1888,Effusion,
1889,Ascites,
1890,Abscess,
1891,Cellulitis,
1892,Fistula,
1893,Fissure,
1894,Ulcer,
1895,Erosion,
1896,Perforation,
1897,Rupture,
1898,Tear,
1899,Sprain,
1900,Strain,
1901,Fracture,
1902,Dislocation,
1903,Subluxation,
1904,Contusion,
1905,Laceration,
1906,Abrasion,
1907,Avulsion,
1908,Puncture,
1909,Bite,
1910,Sting,
1911,Burn,
1912,Frostbite,
1913,Hypothermia,
1914,Heat stroke,
1915,Dehydration,
1916,Malnutrition,
1917,Obesity,
1918,Overweight,
1919,Underweight,
1920,Cachexia,
1921,Anasarca,
1922,Sarcopenia,
1923,Frailty,
1924,Failure to thrive,
1925,Developmental delay,
1926,Intellectual disability,
1927,Autism spectrum disorder,
1928,ADHD,
1929,Learning disability,
1930,Cerebral palsy,
1931,Down syndrome,
1932,Cystic fibrosis,
1933,Sickle cell disease,
1934,Hemophilia,
1935,Muscular dystrophy,
1936,Spina bifida,
1937,Hydrocephalus,
1938,Cleft lip and palate,
1939,Congenital heart disease,
1940,Congenital adrenal hyperplasia,
1941,Congenital hypothyroidism,
1942,Phenylketonuria,
1943,Galactosemia,
1944,Maple syrup urine disease,
1945,Homocystinuria,
1946,Urea cycle defect,
1947,Fatty acid oxidation defect,
1948,Organic acidemia,
1949,Mitochondrial disease,
1950,Lysosomal storage disease,
1951,Peroxisomal disorder,
1952,Glycogen storage disease,
1953,Lipid storage disease,
1954,Mucopolysaccharidosis,
1955,Primary immunodeficiency,
1956,Hereditary cancer syndrome,
1957,Hereditary angioedema,
1958,Familial Mediterranean fever,
1959,Periodic fever syndrome,
1960,Autoinflammatory disease,
1961,Autoimmune disease,
1962,Allergy,
1963,Asthma,
1964,Atopic dermatitis,
1965,Allergic rhinitis,
1966,Food allergy,
1967,Drug allergy,
1968,Insect sting allergy,
1969,Latex allergy,
1970,Anaphylaxis,
1971,Urticaria,
1972,Angioedema,
1973,Mastocytosis,
1974,Eosinophilic esophagitis,
1975,Eosinophilic gastroenteritis,
1976,Hypereosinophilic syndrome,
1977,Infection,
1978,Sepsis,
1979,Septic shock,
1980,Toxic shock syndrome,
1981,Bacteremia,
1982,Viremia,
1983,Fungemia,
1984,Parasitemia,
1985,Fever of unknown origin,
1986,Trauma,
1987,Burn,
1988,Poisoning,
1989,Overdose,
1990,Envenomation,
1991,Environmental exposure,
1992,Neoplasm,
1993,Benign neoplasm,
1994,Malignant neoplasm,
1995,Carcinoma in situ,
1996,Uncertain behavior,
1997,Unspecified behavior,
1998,Primary site,
1999,Metastatic site,
2000,Leukopenia,
2001,Neutropenia,
2002,Agranulocytosis,
2003,Lymphopenia,
2004,Pancytopenia,
2005,Leukocytosis,
2006,Neutrophilia,
2007,Lymphocytosis,
2008,Monocytosis,
2009,Eosinophilia,
2010,Basophilia,
2011,Thrombocytosis,
2012,Polycythemia,
2013,Erythrocytosis,
2014,Thrombocytopenia,
2015,Coagulopathy,
2016,Bleeding diathesis,
2017,Thrombophilia,
2018,Hypercoagulable state,
2019,Anemia,
2020,Hemolysis,
2021,Splenomegaly,
2022,Hepatomegaly,
2023,Hepatosplenomegaly,
2024,Lymphadenopathy,
2025,Immunosuppression,
2026,Immunocompromised,
2027,Organ transplant,
2028,Bone marrow transplant,
2029,Stem cell transplant,
2030,Graft rejection,
2031,Graft-versus-host disease,
2032,Post-transplant lymphoproliferative disorder,
2033,Pregnancy,
2034,Puerperium,
2035,Newborn,
2036,Perinatal period,
2037,Congenital malformation,
2038,Deformation,
2039,Chromosomal abnormality,
2040,"Symptoms, signs,  and abnormal clinical and laboratory findings,  not elsewhere classified", 
2041,"Injury,  poisoning and certain other consequences of external causes",
2042,External causes of morbidity,
2043,Factors influencing health status and contact with health services,
2044,Codes for special purposes,
